1	L'	le	DET	DET	n=s	2	det	2	det	CO-6e-2018-VTAC605-D1-R25-V1_N.ac	1	1	1	3	_	1	3	_	_	_	_	_	_	_	_	_	_	_	_	_	_
2	histoire	histoire	NC	NC	n=s|g=f	0	_	0	_	CO-6e-2018-VTAC605-D1-R25-V1_N.ac	1	3	1	11	_	3	11	_	_	_	Err	histoir	3-11	_	_	_	_	_	_	_	_
3	qui	qui	PROREL	PROREL	n=s	4	suj	4	suj	CO-6e-2018-VTAC605-D1-R25-V1_N.ac	1	12	1	15	_	12	15	_	_	_	_	_	_	_	_	_	_	_	_	_	_
4	fait	faire	V	V	n=s|t=P|p=3	2	mod_rel	2	mod_rel	CO-6e-2018-VTAC605-D1-R25-V1_N.ac	1	16	1	20	present	16	20	_	_	_	_	_	_	_	_	_	_	_	_	_	_
5	trembler	trembler	VINF	VINF	t=W	4	obj	4	obj	CO-6e-2018-VTAC605-D1-R25-V1_N.ac	1	21	1	29	_	21	29	_	_	_	Err	trambler	21-29	_	_	_	_	_	_	_	_
6	les	les	DET	DET	n=p	7	det	7	det	CO-6e-2018-VTAC605-D1-R25-V1_N.ac	1	30	1	33	_	30	33	_	_	_	_	_	_	_	_	_	_	_	_	_	_
7	murs	mur	NC	NC	n=p|g=m	5	obj	5	obj	CO-6e-2018-VTAC605-D1-R25-V1_N.ac	1	34	1	38	_	34	38	_	_	_	Err	mur	34-38	_	_	_	_	_	_	_	_
"
"
1	Il	il	CLS	CLS	n=s|g=m|p=3	2	suj	2	suj	CO-6e-2018-VTAC605-D1-R25-V1_N.ac	2	1	2	3	_	38	40	_	_	_	Err	. Il	38-40	_	_	_	_	_	_	_	_
2	était	être	V	V	n=s|t=I|p=3	0	root	0	root	CO-6e-2018-VTAC605-D1-R25-V1_N.ac	2	4	2	9	imparfait	41	46	_	_	_	_	_	_	_	_	_	_	_	_	_	_
3	un	un	DET	DET	n=s|g=m	4	det	4	det	CO-6e-2018-VTAC605-D1-R25-V1_N.ac	2	10	2	12	_	47	49	_	_	_	_	_	_	_	_	_	_	_	_	_	_
4	fois	fois	NC	NC	g=f	2	obj	2	obj	CO-6e-2018-VTAC605-D1-R25-V1_N.ac	2	13	2	17	_	50	54	_	_	_	_	_	_	_	_	_	_	_	_	_	_
5	une	une	DET	DET	n=s|g=f	7	det	7	det	CO-6e-2018-VTAC605-D1-R25-V1_N.ac	2	18	2	21	_	55	58	_	_	_	_	_	_	in_GNon_incertDNon_incertRNon	55-70	_	_	_	_	_	_
6	jeune	jeune	ADJ	ADJ	n=s	7	mod	7	mod	CO-6e-2018-VTAC605-D1-R25-V1_N.ac	2	22	2	27	_	59	64	_	_	_	_	_	_	in_GNon_incertDNon_incertRNon	55-70	_	_	_	_	_	_
7	fille	fille	NC	NC	n=s|g=f	2	mod	2	mod	CO-6e-2018-VTAC605-D1-R25-V1_N.ac	2	28	2	33	_	65	70	_	_	_	_	_	_	in_GNon_incertDNon_incertRNon	55-70	_	_	_	_	_	_
8	qui	qui	PROREL	PROREL	n=s	10	suj	10	suj	CO-6e-2018-VTAC605-D1-R25-V1_N.ac	2	34	2	37	_	71	74	_	_	_	_	_	_	is_GNon_incertDNon_incertRNon	71-74	_	_	_	_	_	_
