1	Aïda	_	NC	NC		7	suj	7	suj	CO-3e-2016-VTAC305-D1-R17-V1_N.ac	1	5	1	9	_	5	9	_	_	_	Err	aïda	5-9	_	_	_	_	_	_	in_GNon_incertDNon_incertRNon	5-24
2	âgée	âgé	ADJ	ADJ	n=s|g=f	1	mod	1	mod	CO-3e-2016-VTAC305-D1-R17-V1_N.ac	1	10	1	14	_	10	14	_	_	_	Err	agée	10-14	_	_	_	_	_	_	in_GNon_incertDNon_incertRNon	5-24
3	de	de	P	P		1	dep	1	dep	CO-3e-2016-VTAC305-D1-R17-V1_N.ac	1	15	1	17	_	15	17	_	_	_	_	_	_	_	_	_	_	_	_	in_GNon_incertDNon_incertRNon	5-24
4	15	15	ADJ	ADJ		5	mod	5	mod	CO-3e-2016-VTAC305-D1-R17-V1_N.ac	1	18	1	20	_	18	20	_	_	_	_	_	_	_	_	_	_	_	_	in_GNon_incertDNon_incertRNon	5-24
5	ans	an	NC	NC	n=p|g=m	3	prep	3	prep	CO-3e-2016-VTAC305-D1-R17-V1_N.ac	1	21	1	24	_	21	24	_	_	_	_	_	_	_	_	_	_	_	_	in_GNon_incertDNon_incertRNon	5-24
6	,	,	PONCT	PONCT		5	ponct	5	ponct	CO-3e-2016-VTAC305-D1-R17-V1_N.ac	1	24	1	25	_	24	25	_	_	_	_	_	_	_	_	_	_	_	_	_	_
7	habitait	habiter	V	V	n=s|t=I|p=3	0	root	0	root	CO-3e-2016-VTAC305-D1-R17-V1_N.ac	1	26	1	34	imparfait	26	34	_	_	_	Err	habiter	26-34	_	_	_	_	_	_	_	_
8	dans	dans	P	P		7	mod	7	mod	CO-3e-2016-VTAC305-D1-R17-V1_N.ac	1	35	1	39	_	35	39	_	_	_	_	_	_	_	_	_	_	_	_	_	_
9	une	une	DET	DET	n=s|g=f	10	det	10	det	CO-3e-2016-VTAC305-D1-R17-V1_N.ac	1	40	1	43	_	40	43	_	_	_	_	_	_	_	_	_	_	_	_	_	_
10	maison	maison	NC	NC	n=s|g=f	8	prep	8	prep	CO-3e-2016-VTAC305-D1-R17-V1_N.ac	1	44	1	50	_	44	50	_	_	_	_	_	_	_	_	_	_	_	_	_	_
11	isolée	isoler	VPP	VPP	n=s|g=f|t=K	10	mod	10	mod	CO-3e-2016-VTAC305-D1-R17-V1_N.ac	1	51	1	57	_	51	57	_	_	_	_	_	_	_	_	_	_	_	_	_	_
12	de	de	P	P		11	mod	11	mod	CO-3e-2016-VTAC305-D1-R17-V1_N.ac	1	59	1	61	_	59	61	_	_	_	_	_	_	_	_	_	_	_	_	_	_
13	la	la	DET	DET	n=s|g=f	14	det	14	det	CO-3e-2016-VTAC305-D1-R17-V1_N.ac	1	62	1	64	_	62	64	_	_	_	_	_	_	_	_	_	_	_	_	_	_
14	ville	ville	NC	NC	n=s|g=f	12	prep	12	prep	CO-3e-2016-VTAC305-D1-R17-V1_N.ac	1	65	1	70	_	65	70	_	_	_	_	_	_	_	_	_	_	_	_	_	_
15	rose	rose	ADJ	ADJ	n=s	14	mod	14	mod	CO-3e-2016-VTAC305-D1-R17-V1_N.ac	1	71	1	75	_	71	75	_	_	_	_	_	_	_	_	_	_	_	_	_	_
16	.	.	PONCT	PONCT		15	ponct	15	ponct	CO-3e-2016-VTAC305-D1-R17-V1_N.ac	1	75	1	76	_	75	76	_	_	_	_	_	_	_	_	_	_	_	_	_	_
"
"
1	Elle	elle	CLS	CLS	n=s|g=f|p=3	2	suj	2	suj	CO-3e-2016-VTAC305-D1-R17-V1_N.ac	1	77	1	81	_	77	81	_	_	_	_	_	_	_	_	_	_	_	_	is_GNon_incertDNon_incertRNon	77-81
2	avait	avoir	V	V	n=s|t=I|p=3	0	root	0	root	CO-3e-2016-VTAC305-D1-R17-V1_N.ac	1	82	1	87	imparfait	82	87	_	_	_	Err	avais	82-87	_	_	_	_	_	_	_	_
